id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
414210,YEM-2021-1-14595-358,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2021-09-02,Fighting in Yemen's central Province kills 28 in one day""",Associated Press Newswires,9/2/2021,Fighting in Yemen's central Province kills 28 in one day,security officials from both sides and tribal leaders,1,Rahabah Al Kawlah town,city of Rahbah,Marib governorate,Raḩabah district,14.895677,44.988896,POINT (44.988896 14.895677),150930,Yemen (North Yemen),678,Middle East,1,1,9/1/2021,9/1/2021,15,0,0,0,15,15,15
414212,YEM-2021-1-14595-359,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-02,58 killed in Houthi large-scale attacks against Yemen's Marib: sources""",Xinhua News Agency,9/2/2021,58 killed in Houthi large-scale attacks against Yemen's Marib: sources,military official,4,Marib governorate,,Marib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,2,9/1/2021,9/2/2021,3,17,0,0,20,20,20
414215,YEM-2021-1-14595-360,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-03,17 Houthis killed in Saudi-led airstrikes in Yemen's Marib: source""",Xinhua News Agency,9/3/2021,17 Houthis killed in Saudi-led airstrikes in Yemen's Marib: source,Yemeni government military source,2,Kassara checkpoint,Kasarah frontline in the eastern part of Sirwah district,Marib governorate,Şirwāḩ district,15.544167,45.126389,POINT (45.126389 15.544167),152371,Yemen (North Yemen),678,Middle East,1,1,9/3/2021,9/3/2021,17,0,0,0,17,17,17
415789,YEM-2021-1-14595-361,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""BBC Monitoring Middle East,2021-09-03,BBCM Middle East and North Africa Watchlist 3 September"";""CIMP,2021-09-05,DAILY ALERT 05 SEP 2021 HUB: SANAA""",BBC Monitoring Middle East;CIMP,2021-09-03;2021-09-05,BBCM Middle East and North Africa Watchlist 3 September;DAILY ALERT 05 SEP 2021 HUB: SANAA,"director of the executive unit for the management of camps for the displaced, CIMP",1,Rahabah Al Kawlah town,Al Kawlah in Rahabah,Marib governorate,Raḩabah district,14.895677,44.988896,POINT (44.988896 14.895677),150930,Yemen (North Yemen),678,Middle East,1,1,9/2/2021,9/2/2021,0,0,2,0,2,2,2
415790,YEM-2021-1-14595-362,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2021-09-08,78 killed in fighting for Yemen's Marib: military sources""",Agence France Presse,9/8/2021,78 killed in fighting for Yemen's Marib: military sources,military sources,4,Marib governorate,north and west of Marib,Marib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,2,9/7/2021,9/8/2021,31,0,0,0,31,31,31
415791,YEM-2021-1-14595-363,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2021-09-08,78 killed in fighting for Yemen's Marib: military sources"";""Xinhua News Agency,2021-09-08,Dozens killed as Houthi assault on Yemen's Marib continues: source""",Agence France Presse;Xinhua News Agency,2021-09-08;2021-09-08,78 killed in fighting for Yemen's Marib: military sources;Dozens killed as Houthi assault on Yemen's Marib continues: source,military sources,4,Marib governorate,north and west of Marib,Marib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,2,9/6/2021,9/8/2021,36,18,0,0,54,56,47
415792,YEM-2021-1-14595-364,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-10,25 more bodies of Yemeni Houthis pulled from Marib frontline: medics""",Xinhua News Agency,9/10/2021,25 more bodies of Yemeni Houthis pulled from Marib frontline: medics,medics,2,Rahabah Al Kawlah town,"frontline of Rahabah district, near al-Kulah",Marib governorate,Raḩabah district,14.895677,44.988896,POINT (44.988896 14.895677),150930,Yemen (North Yemen),678,Middle East,1,1,9/9/2021,9/9/2021,25,0,0,0,25,25,25
415793,YEM-2021-1-14595-365,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-10,25 more bodies of Yemeni Houthis pulled from Marib frontline: medics""",Xinhua News Agency,9/10/2021,25 more bodies of Yemeni Houthis pulled from Marib frontline: medics,medics,2,Rahabah Al Kawlah town,"frontline of Rahabah district, near al-Kulah",Marib governorate,Raḩabah district,14.895677,44.988896,POINT (44.988896 14.895677),150930,Yemen (North Yemen),678,Middle East,1,2,9/6/2021,9/7/2021,33,0,0,0,33,33,33
415797,YEM-2021-1-14595-366,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-12,Over 20 Houthis killed in Saudi-led airstrikes in Yemen's Marib: source""",Xinhua News Agency,9/12/2021,Over 20 Houthis killed in Saudi-led airstrikes in Yemen's Marib: source,Hadi government military source,3,Raḩabah district,,Marib governorate,Raḩabah district,14.964537,45.08848,POINT (45.08848 14.964537),150931,Yemen (North Yemen),678,Middle East,1,1,9/11/2021,9/11/2021,20,0,0,0,20,20,20
415798,YEM-2021-1-14595-367,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Xinhua News Agency,2021-09-12,Pro-gov't forces abort Houthi attack in Yemen's Hodeidah"";""CIMP,2021-09-17,WEEKLY HIGHLIGHTS 9 - 15 SEPTEMBER 2021 HUB: HUDAYDAH""",Xinhua News Agency;CIMP,2021-09-12;2021-09-17,Pro-gov't forces abort Houthi attack in Yemen's Hodeidah;WEEKLY HIGHLIGHTS 9 - 15 SEPTEMBER 2021 HUB: HUDAYDAH,"military official, CIMP",2,Al Jabalīyah village,"Tuhyata district: Al-Haymah and Al-Hajrufah, on the main coastal road, and further inland, in the hotspots around Al-Jabaliyah and Qatabah",al-Ḩudaydah governorate,At Tuḩaytā district,14.0725,43.158889,POINT (43.158889 14.0725),150207,Yemen (North Yemen),678,Middle East,1,1,9/12/2021,9/12/2021,6,0,0,0,6,6,6
415802,YEM-2021-1-14595-368,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Al Jazeera English,2021-09-14,Yemeni government forces again on the backfoot""",Al Jazeera English,9/14/2021,Yemeni government forces again on the backfoot,,3,Raḩabah district,,Marib governorate,Raḩabah district,14.964537,45.08848,POINT (45.08848 14.964537),150931,Yemen (North Yemen),678,Middle East,1,1,9/8/2021,9/8/2021,33,12,0,20,65,65,65
415805,YEM-2021-1-14595-369,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-14,Over 40 Houthis killed in Saudi-led airstrikes: military source""",Xinhua News Agency,9/14/2021,Over 40 Houthis killed in Saudi-led airstrikes: military source,Yemeni military source,3,Şirwāḩ district,frontlines in Sirwah district,Marib governorate,Şirwāḩ district,15.451035,45.011549,POINT (45.011549 15.451035),151651,Yemen (North Yemen),678,Middle East,1,2,9/13/2021,9/14/2021,43,0,0,0,43,43,43
415817,YEM-2021-1-14595-371,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Xinhua News Agency,2021-09-16,45 killed as fighting intensifies in central Yemen"";""Agence France Presse,2021-09-16,At least 50 killed in Yemen clashes: military sources""",Xinhua News Agency;Agence France Presse,2021-09-16;2021-09-16,45 killed as fighting intensifies in central Yemen;At least 50 killed in Yemen clashes: military sources,military sources,3,Al Bayḑā’ district,"Al-Bayda ditrict
As Sawma'ah district also captured",al-Bayḑā’ governorate,Al Bayḑā’ district,13.936657,45.548217,POINT (45.548217 13.936657),149492,Yemen (North Yemen),678,Middle East,1,2,9/15/2021,9/16/2021,30,19,0,0,49,49,49
415821,YEM-2021-1-14595-372,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-16,45 killed as fighting intensifies in central Yemen""",Xinhua News Agency,9/16/2021,45 killed as fighting intensifies in central Yemen,military official,3,Mukayrās district,"al-Bayda, advancing in the district of Mukayras in direction of Abyan",al-Bayḑā’ governorate,Mukayrās district,13.987861,45.796417,POINT (45.796417 13.987861),149492,Yemen (North Yemen),678,Middle East,1,1,9/16/2021,9/16/2021,24,21,0,0,45,45,45
415822,YEM-2021-1-14595-373,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2021-09-16,At least '50 killed' in southern Yemen fighting""",BBC Monitoring Middle East,9/16/2021,At least '50 killed' in southern Yemen fighting,al-Masdar,2,Hazimiyah area,Hazmieh area of the al-Somaa district,al-Bayḑā’ governorate,Aş Şawma‘ah district,14.02,45.731,POINT (45.731 14.02),150212,Yemen (North Yemen),678,Middle East,1,1,9/15/2021,9/15/2021,0,1,0,0,1,1,1
415823,YEM-2021-1-14595-374,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-16,Airstrikes kill 24 Houthis in Yemen's Marib: military source""",Xinhua News Agency,9/16/2021,Airstrikes kill 24 Houthis in Yemen's Marib: military source,military source,2,Mashjah area,Al-Mashjah frontline,Marib governorate,Şirwāḩ district,15.465293,45.08406,POINT (45.08406 15.465293),151651,Yemen (North Yemen),678,Middle East,1,1,9/16/2021,9/16/2021,24,0,0,0,24,24,24
415824,YEM-2021-3-1182-16,2021,TRUE,Clear,3,123,715,Government of Yemen (North Yemen) - Civilians,123,1182,Government of Yemen (North Yemen) - Civilians,123,123,Government of Yemen (North Yemen),9999,1,Civilians,1,"""Reuters News,2021-09-18,Yemen's Houthis execute nine men for involvement in Samad death""",Reuters News,9/18/2021,Yemen's Houthis execute nine men for involvement in Samad death,"Houthi movement, Saba news agency",1,Şan‘ā’ city,"Tahrir Square, capital Sanaa",Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,9/18/2021,9/18/2021,0,0,9,0,9,9,9
415831,YEM-2021-1-14595-375,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Xinhua News Agency,2021-09-19,UN chief condemns executions by Houthis in Yemen"";""OHCHR,2021-09-21,Press briefing notes on Yemen""",Xinhua News Agency;OHCHR,2021-09-19;2021-09-21,UN chief condemns executions by Houthis in Yemen;Press briefing notes on Yemen,"UN secretary-general, Spokesperson for the UN High Commissioner for Human Rights: Marta Hurtado",2,Aqabat al Qanadha area,"in Aqabat al Qanda', Upper Markha district, Shabwa governorate / Naqil Maqwa area in Merkhah Al-Ulya",al-Bayḑā’ governorate,Na‘amān district,14.681185,45.59408,POINT (45.59408 14.681185),150932,Yemen (North Yemen),678,Middle East,1,1,9/18/2021,9/18/2021,0,0,7,0,7,7,6
415841,YEM-2021-1-14595-376,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-20,Over 30 Houthis killed in Saudi-led airstrikes in Yemen's Marib: source""",Xinhua News Agency,9/20/2021,Over 30 Houthis killed in Saudi-led airstrikes in Yemen's Marib: source,Hadi-government military source,3,Şirwāḩ district,Sirwah district,Marib governorate,Şirwāḩ district,15.451035,45.011549,POINT (45.011549 15.451035),151651,Yemen (North Yemen),678,Middle East,1,1,9/20/2021,9/20/2021,35,0,0,0,35,35,35
415844,YEM-2021-1-14595-377,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,4,"""Xinhua News Agency,2021-09-21,Houthi rebels advance toward oil fields in southern Yemen"";""BBC Monitoring Middle East,2021-09-21,Fierce battles between Yemen forces, Houthi rebels in oil-rich province"";""Xinhua News Agency,2021-09-22,Scores killed as fighting continues in Yemen's Shabwa: source"";""Associated Press Newswires,2021-09-23,Clashes between Yemen's rebels, government forces kill 35""",Xinhua News Agency;BBC Monitoring Middle East;Xinhua News Agency;Associated Press Newswires,2021-09-21;2021-09-21;2021-09-22;2021-09-23,"Houthi rebels advance toward oil fields in southern Yemen;Fierce battles between Yemen forces, Houthi rebels in oil-rich province;Scores killed as fighting continues in Yemen's Shabwa: source;Clashes between Yemen's rebels, government forces kill 35","local military source said on condition of anonymity, Al-Masdar Online",3,Bayḩān district,"Bayhan district captured, fighting moving on towards the district of Usaylan",Shabwah governorate,Bayḩān district,14.752961,45.748229,POINT (45.748229 14.752961),150932,Yemen (North Yemen),678,Middle East,1,2,9/21/2021,9/22/2021,24,11,0,0,35,48,35
415870,YEM-2021-1-14595-646.1,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""BBC Monitoring Middle East,2021-09-23,Yemen rebels claim control of central al-Bayda province"";""Yemen News Agency (SABA),2021-09-23,Army reveals details of""",BBC Monitoring Middle East;Yemen News Agency (SABA),2021-09-23;2021-09-23,Yemen rebels claim control of central al-Bayda province;Army reveals details of,Spokesman for the Houthi armed forces Yahya al-Sarea,3,Aş Şawma‘ah district,districts of Al-Soma'a and Maswara and parts of Mukayras district in Bayda,al-Bayḑā’ governorate,Aş Şawma‘ah district,14.227711,45.831125,POINT (45.831125 14.227711),150212,Yemen (North Yemen),678,Middle East,2,2,9/21/2021,9/23/2021,0,7,0,0,7,23,6
415872,YEM-2021-1-14595-378.1,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2021-09-24,Over 140 killed in clashes for Yemen's Marib: military sources"";""Xinhua News Agency,2021-09-24,Yemeni gov't forces, Houthi rebels continue fighting over oil-rich Shabwa""",Agence France Presse;Xinhua News Agency,2021-09-24;2021-09-24,"Over 140 killed in clashes for Yemen's Marib: military sources;Yemeni gov't forces, Houthi rebels continue fighting over oil-rich Shabwa",military and medical sources,3,‘Usaylān district,"Usaylan, Ain and Bayhan in Shabwa and Abdiyah in Marib",Shabwah governorate,‘Usaylān district,15.171595,46.027444,POINT (46.027444 15.171595),151653,Yemen (North Yemen),678,Middle East,1,2,9/21/2021,9/24/2021,4,10,0,0,14,28,13
415883,YEM-2021-1-14595-380,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-25,Yemen's Houthis advance in oil-rich Marib""",Xinhua News Agency,9/25/2021,Yemen's Houthis advance in oil-rich Marib,military source,2,Jabal Mala'ah mountain,"Harib district: Mal'aa hilltops, the adjacent valley of Om Reash and part of the main highway in the area",Marib governorate,Ḩarīb district,14.990556,45.433056,POINT (45.433056 14.990556),150931,Yemen (North Yemen),678,Middle East,1,1,9/25/2021,9/25/2021,0,2,0,0,2,24,2
415888,YEM-2021-1-14595-381,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,3,"""Xinhua News Agency,2021-09-26,At least 6 killed in Houthi attack in northern Yemen: official"";""BBC Monitoring Middle East,2021-09-27,Twelve killed in Houthi attack on Yemen war commemoration"";""CIMP,2021-10-01,WEEKLY HIGHLIGHTS 23 - 29 SEPTEMBER 2021 HUB: HUDAYDAH  """,Xinhua News Agency;BBC Monitoring Middle East;CIMP,2021-09-26;2021-09-27;2021-10-01,At least 6 killed in Houthi attack in northern Yemen: official;Twelve killed in Houthi attack on Yemen war commemoration;WEEKLY HIGHLIGHTS 23 - 29 SEPTEMBER 2021 HUB: HUDAYDAH,"government official, Al-Masdar, CIMP",1,Mīdī town,Midi City,Ḩajjah governorate,Mīdī district,16.321009,42.812992,POINT (42.812992 16.321009),153086,Yemen (North Yemen),678,Middle East,1,1,9/25/2021,9/25/2021,0,4,8,0,12,16,12
415895,YEM-2021-1-14595-385.1,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2021-09-27,More than 60 killed in fierce fighting for Yemen's Marib""",Agence France Presse,9/27/2021,More than 60 killed in fierce fighting for Yemen's Marib,military and medical sources,4,Shabwah governorate,provinces of Marib and Shabwa,Shabwah governorate,,15,47,POINT (47 15),151655,Yemen (North Yemen),678,Middle East,1,2,9/26/2021,9/27/2021,8,5,0,0,13,13,0
415940,YEM-2021-1-14595-386,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""BBC Monitoring Middle East,2021-09-27,Scores of Houthi fighters 'killed by mines' in Yemen's Marib"";""Xinhua News Agency,2021-09-26,44 killed in heavy fighting in Yemen's oil-rich Marib: source""",BBC Monitoring Middle East;Xinhua News Agency,2021-09-27;2021-09-26,Scores of Houthi fighters 'killed by mines' in Yemen's Marib;44 killed in heavy fighting in Yemen's oil-rich Marib: source,"al-Mashhad al-Yemeni and reports on social media, local military source",2,Kassara checkpoint,al-Kasara front in western Mari,Marib governorate,Şirwāḩ district,15.544167,45.126389,POINT (45.126389 15.544167),152371,Yemen (North Yemen),678,Middle East,1,2,9/25/2021,9/26/2021,40,16,0,0,56,84,44
415941,YEM-2021-1-14595-387,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2021-09-27,Scores of Houthi fighters 'killed by mines' in Yemen's Marib""",BBC Monitoring Middle East,9/27/2021,Scores of Houthi fighters 'killed by mines' in Yemen's Marib,"army's media centre, Saba news agency",2,Jabal Mala'ah mountain, Mala'a front in southern Marib.,Marib governorate,Ḩarīb district,14.990556,45.433056,POINT (45.433056 14.990556),150931,Yemen (North Yemen),678,Middle East,1,1,9/27/2021,9/27/2021,2,0,0,0,2,2,2
415947,YEM-2021-1-14595-388,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-09-28,Over 20 Houthis killed in Saudi-led airstrikes in Yemen's Marib: sources""",Xinhua News Agency,9/28/2021,Over 20 Houthis killed in Saudi-led airstrikes in Yemen's Marib: sources,government military source,2,Jabal Mala'ah mountain,mountains of Harib district,Marib governorate,Ḩarīb district,14.990556,45.433056,POINT (45.433056 14.990556),150931,Yemen (North Yemen),678,Middle East,1,1,9/28/2021,9/28/2021,20,0,0,0,20,20,20
415948,YEM-2021-1-14595-389,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2021-09-28,Yemeni officials: Clashes over key city kill 130 fighters""",Associated Press Newswires,9/28/2021,Yemeni officials: Clashes over key city kill 130 fighters,officials,4,Marib governorate,,Marib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,2,9/27/2021,9/28/2021,0,0,0,83,83,83,27
415951,YEM-2021-1-14595-390,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2021-09-29,At least 100 killed in clashes for Yemen's Marib: military sources"";""CIMP,2021-10-01,WEEKLY HIGHLIGHTS 23 - 29 SEPTEMBER 2021 HUB: SANA'A""",Agence France Presse;CIMP,2021-09-29;2021-10-01,At least 100 killed in clashes for Yemen's Marib: military sources;WEEKLY HIGHLIGHTS 23 - 29 SEPTEMBER 2021 HUB: SANA'A,"military and medical sources, CIMP",2,Jabal Mala'ah mountain,The main focus of the fighting in the past week was in the Jabal Mala’a mountain chain that lines the border between the north of Harib district and the southern end of Al-Jubah,Marib governorate,Ḩarīb district,14.990556,45.433056,POINT (45.433056 14.990556),150931,Yemen (North Yemen),678,Middle East,1,2,9/28/2021,9/29/2021,68,32,0,0,100,100,100
415966,YEM-2021-1-459-10,2021,FALSE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2021-10-01,Yemen rebels 'shoot dead' young man amid crackdown on opponents""",BBC Monitoring Middle East,10/1/2021,Yemen rebels 'shoot dead' young man amid crackdown on opponents,Al-Masdar Online,2,Radā‘ town,"near town of Radaa, al-Qurayshiya district of al-Bayda",al-Bayḑā’ governorate,Radā‘ district,14.415097,44.837089,POINT (44.837089 14.415097),150210,Yemen (North Yemen),678,Middle East,1,1,9/29/2021,9/29/2021,0,0,0,1,1,1,0
415987,YEM-2021-1-14595-391,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""CIMP,2021-10-08, WEEKLY HIGHLIGHTS 29 SEPTEMBER - 6 OCTOBER 2021 HUB: SANA'A"";""Agence France Presse,2021-10-03,Three dead in strikes on Yemen's Marib city""",CIMP;Agence France Presse,2021-10-08;2021-10-03, WEEKLY HIGHLIGHTS 29 SEPTEMBER - 6 OCTOBER 2021 HUB: SANA'A;Three dead in strikes on Yemen's Marib city,"military sources and medical sources, CIMP",1,Marib town,city of Marib,Marib governorate,Madīnat Marib district,15.460977,45.325301,POINT (45.325301 15.460977),151651,Yemen (North Yemen),678,Middle East,1,1,10/3/2021,10/3/2021,0,0,4,0,4,4,3
415988,YEM-2021-1-14595-392,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Xinhua News Agency,2021-10-03,Coalition airstrikes kill 28 Houthis in Yemen's Marib: military source""",Xinhua News Agency,10/3/2021,Coalition airstrikes kill 28 Houthis in Yemen's Marib: military source,military source,2,Umm Rish camp,frontlines of Lam'aa and Om Reesh in Harib district,Marib governorate,Al Jūbah district,15.134047,45.405548,POINT (45.405548 15.134047),151651,Yemen (North Yemen),678,Middle East,1,1,10/3/2021,10/3/2021,28,0,0,0,28,28,28
416945,YEM-2021-1-14595-393,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""CIMP,2021-08-29, DAILY ALERT 29 AUG 2021 HUB: SAADA""",CIMP,8/29/2021, DAILY ALERT 29 AUG 2021 HUB: SAADA,CIMP,1,Ar Raqw village, Ar Raqw in Monabbih.,Şa‘dah governorate,Munabbih district,17.255265,43.202825,POINT (43.202825 17.255265),154527,Yemen (North Yemen),678,Middle East,1,1,8/26/2021,8/26/2021,0,0,1,0,1,1,1
416946,YEM-2021-1-14595-394,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""CIMP,2021-08-29, DAILY ALERT 29 AUG 2021 HUB: SAADA""",CIMP,8/29/2021, DAILY ALERT 29 AUG 2021 HUB: SAADA,CIMP,1,Ar Raqw village, Ar Raqw in Monabbih.,Şa‘dah governorate,Munabbih district,17.255265,43.202825,POINT (43.202825 17.255265),154527,Yemen (North Yemen),678,Middle East,1,1,8/28/2021,8/28/2021,0,0,2,0,2,2,2
416947,YEM-2021-1-14595-395,2021,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""CIMP,2021-08-30,DAILY ALERT 30 AUG 2021 HUB: ADEN""",CIMP,8/30/2021,DAILY ALERT 30 AUG 2021 HUB: ADEN,CIMP,1,Juruf village,Al Juruf village in Murays area of Qaatabah.,aḑ-Ḑāli‘ governorate,Qa‘ţabah district,13.9675,44.692778,POINT (44.692778 13.9675),149490,Yemen (North Yemen),678,Middle East,1,1,8/29/2021,8/29/2021,0,0,1,0,1,1,1
